record_id_ferc1,record_id_eia,signature_1,signature_2,notes
f1_steam_2019_12_166_0_3,6194_2019_plant_total_17718,AS,SW,
f1_steam_2019_12_145_2_3,477_2019_plant_total_15466,AS,SW,
f1_steam_2019_12_120_0_2,1934_2019_plant_total_13781,AS,SW,
f1_steam_2020_12_120_0_3,1915_2020_plant_total_13781,AS,SW,
f1_steam_2020_12_145_1_5,464_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_145_0_2,6207_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_120_2_1,7237_2020_plant_total_13781,AS,SW,
f1_steam_2020_12_120_1_2,1904_2020_plant_total_13781,SW,AS,
f1_gnrt_plant_2020_12_120_0_17,61650_2020_plant_total_13781_proposed,SW,AS,
f1_steam_2020_12_120_0_5,8027_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_145_3_1,55645_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_120_0_13,59200_2020_plant_total_13781,SW,AS,
f1_pumped_storage_2020_12_145_0_1,467_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_145_0_3,469_5_2020_plant_unit_total_15466,SW,AS,
f1_gnrt_plant_2020_12_145_0_10,62952_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_145_0_4,470_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_120_0_15,58658_2020_plant_total_13781,SW,AS,
f1_gnrt_plant_2020_12_120_0_19,63269_2020_plant_total_13781,SW,,
f1_steam_2020_12_166_2_2,2454_gt_2020_plant_prime_mover_total_17718,SW,AS,
f1_steam_2020_12_166_1_4,2454_st_2020_plant_prime_mover_total_17718,SW,AS,
f1_steam_2020_12_145_2_1,8067_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_145_2_4,6112_1_2020_plant_unit_total_15466,SW,AS,
f1_steam_2020_12_145_2_5,6112_gt_2020_plant_prime_mover_total_15466,SW,AS,
f1_steam_2020_12_145_2_2,471_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_145_0_3,472_2020_plant_total_15466,SW,AS,missing a decimal point
f1_gnrt_plant_2020_12_120_0_11,56994_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_166_1_2,6193_2020_plant_total_17718,SW,AS,
f1_steam_2020_12_145_1_1,525_2020_plant_owned_15466,AS,,net gen is closer to owned value; capacity aligns with total
f1_hydro_2020_12_120_0_1,1911_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_120_1_4,1912_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_120_1_3,1913_natural_gas_fired_combustion_turbine_2020_plant_technology_total_13781,SW,AS,
f1_steam_2020_12_166_0_4,3482_st_2020_plant_prime_mover_total_17718,SW,AS,
f1_steam_2020_12_166_2_3,3482_gt_2020_plant_prime_mover_total_17718,SW,AS,
f1_steam_2020_12_120_1_5,1922_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_166_1_1,3484_2020_plant_total_17718,SW,AS,
f1_gnrt_plant_2020_12_120_0_12,57047_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_145_1_2,6248_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_166_0_2,3485_2020_plant_total_17718,SW,AS,
f1_gnrt_plant_2020_12_120_0_14,59201_2020_plant_total_13781,SW,AS,
f1_steam_2020_12_166_0_1,58125_2020_plant_total_17718,SW,AS,
f1_steam_2020_12_145_3_2,55835_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_145_0_9,60619_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_166_0_3,63578_2020_plant_total_17718,SW,AS,
f1_gnrt_plant_2020_12_145_0_4,474_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_120_1_1,6090_2020_plant_owned_13781,SW,AS,
f1_hydro_2020_12_145_0_1,476_2020_plant_total_15466,SW,AS,
f1_gnrt_plant_2020_12_145_0_5,6206_2020_plant_total_15466,SW,AS,
f1_steam_2020_12_166_0_3,6194_2020_plant_total_17718,AS,SW,
f1_steam_2020_12_120_0_2,1934_2020_plant_total_13781,AS,SW,
f1_steam_2020_12_145_0_5,6021_2020_plant_owned_15466,AS,AS,
f1_gnrt_plant_2018_12_2_0_2,60680_2018_plant_total_195,CO,GT,
f1_gnrt_plant_2019_12_2_0_2,60680_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_2_2_2,2_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_2_2,2_2019_plant_total_195,CO,GT,
f1_steam_2018_12_2_0_3,3_st_2018_plant_prime_mover_total_195,CO,GT,
f1_steam_2019_12_2_0_3,3_st_2019_plant_prime_mover_total_195,CO,GT,
f1_steam_2018_12_2_3_4,3_ng_2018_plant_prime_fuel_total_195,CO,GT,
f1_steam_2019_12_2_3_4,3_ng_2019_plant_prime_fuel_total_195,CO,GT,
f1_hydro_2018_12_57_0_5,702_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_0_5,702_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_57_0_4,732_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_0_4,732_2_2019_plant_gen_total_7140_retired,CO,GT,
f1_steam_2018_12_57_0_1,703_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_0_1,703_2019_plant_total_7140,CO,GT,
f1_gnrt_plant_2018_12_57_0_2,704_2018_plant_total_7140,CO,GT,
f1_gnrt_plant_2019_12_57_0_2,704_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_99_1_3,2047_2018_plant_total_12686,CO,GT,
f1_steam_2019_12_99_1_5,2047_2019_plant_total_12686,CO,GT,
f1_steam_2018_12_99_0_1,6073_st_2018_plant_prime_mover_owned_12686,CO,GT,
f1_steam_2019_12_99_0_1,6073_st_2019_plant_prime_mover_owned_12686,CO,GT,
f1_steam_2019_12_99_0_2,6073_natural_gas_fired_combined_cycle_2019_plant_technology_total_12686,CO,GT,
f1_steam_2018_12_99_1_4,6073_natural_gas_fired_combined_cycle_2018_plant_technology_total_12686,CO,GT,
f1_steam_2018_12_2_0_5,26_4_2018_plant_unit_total_195,CO,GT,
f1_steam_2019_12_2_0_5,26_4_2019_plant_unit_total_195,CO,GT,
f1_gnrt_plant_2018_12_57_0_4,706_2018_plant_total_7140,CO,GT,
f1_gnrt_plant_2019_12_57_0_4,706_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_57_4_1,59862_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_4_1,59862_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_57_3_3,59863_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_3_3,59863_2019_plant_total_7140,CO,GT,
f1_gnrt_plant_2018_12_2_0_3,60679_2018_plant_total_195,CO,GT,
f1_gnrt_plant_2019_12_2_0_3,60679_2019_plant_total_195,CO,GT,
f1_steam_2018_12_57_3_1,59865_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_3_1,59865_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_2_0_2,7_2018_plant_total_195,CO,GT,
f1_steam_2019_12_2_0_2,7_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_57_1_1,707_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_1_1,707_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_2_0_1,8_2018_plant_total_195,CO,GT,
f1_steam_2019_12_2_0_1,8_2019_plant_total_195,CO,GT,
f1_steam_2018_12_99_0_5,10_2018_plant_owned_12686,CO,GT,
f1_steam_2019_12_99_0_4,10_2019_plant_owned_12686,CO,GT,
f1_steam_2018_12_2_1_2,10_gt_2018_plant_prime_mover_total_195,CO,GT,"AS changed from 10_gt_2018_plant_prime_mover_total_195 and 10_sc_2018_plant_prime_fuel_owned_12686 to just the plant prime mover total. The capacity matches with both of them combined, but the net gen matches just the prime mover total. Also the fuel owned record is for the wrong utility"
f1_steam_2019_12_2_1_2,10_gt_2019_plant_prime_mover_total_195,CO,GT,
f1_steam_2018_12_2_1_3,10_st_2018_plant_prime_mover_owned_195,CO,GT,
f1_steam_2019_12_2_1_3,10_st_2019_plant_prime_mover_total_195,CO,GT,
f1_hydro_2018_12_2_0_2,11_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_0_2,11_2019_plant_total_195,CO,GT,
f1_steam_2018_12_57_1_5,708_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_1_5,708_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_57_2_5,6051_2018_plant_owned_7140,CO,GT,EIA capacity doesn’t' match until 2019. AS changed from 6051_1_2018_plant_gen_owned_7140 and 6051_2_2018_plant_gen_owned_7140
f1_steam_2019_12_57_2_5,6051_2019_plant_owned_7140,CO,GT,AS changed from 6051_1_2019_plant_gen_owned_7140 and 6051_2_2019_plant_gen_owned_7140
f1_hydro_2018_12_2_2_3,12_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_2_3,12_2019_plant_total_195,CO,GT,
f1_steam_2018_12_2_2_1,6002_2018_plant_total_195,CO,GT,
f1_steam_2019_12_2_2_1,6002_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_2_1_1,13_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_1_1,13_2019_plant_total_195,CO,GT,
f1_steam_2018_12_2_1_1,6001_2018_plant_total_195,CO,GT,
f1_steam_2019_12_2_1_1,6001_2019_plant_total_195,CO,GT,
f1_steam_2018_12_57_3_2,59864_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_3_2,59864_2019_plant_total_7140,CO,GT,
f1_gnrt_plant_2018_12_57_0_6,711_2018_plant_total_7140,CO,GT,FERC in KWh
f1_gnrt_plant_2019_12_57_0_6,711_2019_plant_total_7140,CO,GT,FERC in KWh
f1_hydro_2018_12_2_0_4,15_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_0_4,15_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_2_2_1,18_2018_plant_total_195,CO,GT,Delayed FERC capacity reporting upgrades
f1_hydro_2019_12_2_2_1,18_2019_plant_total_195,CO,GT,Delayed FERC capacity reporting upgrades
f1_hydro_2018_12_57_1_5,712_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_1_5,712_2019_plant_total_7140,CO,GT,
f1_hydro_2018_12_2_0_3,14_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_0_3,14_2019_plant_total_195,CO,GT,
f1_steam_2018_12_2_3_2,7698_2018_plant_total_195,CO,GT,"No name match, but perfect net gen match"
f1_steam_2019_12_2_3_2,7698_2019_plant_total_195,CO,GT,"No name match, but perfect net gen match"
f1_hydro_2018_12_2_1_3,16_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_1_3,16_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_57_0_1,724_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_0_1,724_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_57_1_2,710_gt_2018_plant_prime_mover_total_7140,CO,GT,
f1_steam_2019_12_57_1_2,710_gt_2019_plant_prime_mover_total_7140,CO,GT,
f1_steam_2018_12_57_1_1,710_natural_gas_fired_combined_cycle_2018_plant_technology_total_7140,CO,GT,
f1_steam_2019_12_57_1_1,710_natural_gas_fired_combined_cycle_2019_plant_technology_total_7140,CO,GT,
f1_steam_2018_12_57_0_2,6124_ct1_2018_plant_gen_total_7140,CO,GT,
f1_steam_2018_12_57_0_3,56150_2018_plant_total_7140,CO,GT,
f1_steam_2018_12_57_1_4,6124_gt_2018_plant_prime_mover_total_7140,CO,GT,
f1_steam_2019_12_57_0_2,6124_ct1_2019_plant_gen_total_7140,CO,GT,
f1_steam_2019_12_57_0_3,56150_2019_plant_total_7140,CO,GT,
f1_steam_2019_12_57_1_4,6124_gt_2019_plant_prime_mover_total_7140,CO,GT,
f1_steam_2018_12_57_4_2,59876_2018_plant_total_7140,CO,GT,Austen found match from googling plant
f1_steam_2019_12_57_4_2,59876_2019_plant_total_7140,CO,GT,Austen found match from googling plant
f1_steam_2018_12_57_2_4,715_gt_2018_plant_prime_mover_total_7140,CO,GT,
f1_steam_2019_12_57_2_4,715_gt_2019_plant_prime_mover_total_7140,CO,GT,
f1_hydro_2018_12_2_0_5,17_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_0_5,17_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_57_2_1,717_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_2_1,717_2019_plant_total_7140,CO,GT,
f1_gnrt_plant_2018_12_57_0_3,718_2018_plant_total_7140,CO,GT,wrong gen units
f1_gnrt_plant_2019_12_57_0_3,718_2019_plant_total_7140,CO,GT,wrong gen units
f1_hydro_2018_12_57_1_3,719_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_1_3,719_2019_plant_total_7140,CO,GT,
f1_hydro_2018_12_57_1_2,720_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_1_2,720_2019_plant_total_7140,CO,GT,
f1_hydro_2018_12_2_2_4,6188_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_2_4,6188_2019_plant_total_195,CO,GT,
f1_steam_2018_12_99_1_5,57037_2018_plant_total_12686,CO,GT,Austen found by googling the plant. Ratcliffe plant in Kemper county and this is what it is also referred to as
f1_steam_2019_12_99_0_5,57037_2019_plant_total_12686,CO,GT,Austen found by googling the plant. Ratcliffe plant in Kemper county and this is what it is also referred to as
f1_pumped_storage_2018_12_57_0_2,6189_2018_plant_owned_7140,CO,GT,
f1_pumped_storage_2019_12_57_0_2,6189_2019_plant_owned_7140,CO,GT,
f1_steam_2018_12_57_0_5,6257_2018_plant_owned_7140,CO,GT,
f1_steam_2019_12_57_0_5,6257_3_2019_plant_unit_total_7140,CO,GT,
f1_hydro_2018_12_57_1_4,722_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_1_4,722_2019_plant_total_7140,CO,GT,
f1_steam_2019_12_99_1_2,2048_2019_plant_total_12686,CO,GT,
f1_steam_2018_12_99_1_2,2048_2018_plant_total_12686,CO,GT,
f1_hydro_2018_12_57_0_2,723_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_0_2,723_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_2_3_3,7721_2018_plant_total_195,CO,GT,
f1_steam_2019_12_2_3_3,7721_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_2_1_5,19_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_1_5,19_2019_plant_total_195,CO,GT,
f1_hydro_2018_12_57_0_3,725_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_0_3,725_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_57_1_3,649_2018_plant_owned_7140,CO,GT,
f1_steam_2019_12_57_1_3,649_2019_plant_total_7140,CO,GT,
f1_hydro_2018_12_57_2_2,6087_hy_2018_plant_prime_mover_total_7140,CO,GT,
f1_hydro_2019_12_57_2_2,6087_hy_2019_plant_prime_mover_total_7140,CO,GT,
f1_pumped_storage_2018_12_57_0_1,6087_ps_2018_plant_prime_mover_total_7140,CO,GT,
f1_pumped_storage_2019_12_57_0_1,6087_ps_2019_plant_prime_mover_total_7140,CO,GT,
f1_hydro_2018_12_2_1_2,4_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_1_2,4_2019_plant_total_195,CO,GT,
f1_steam_2018_12_57_3_4,6052_st_2018_plant_prime_mover_owned_7140,CO,GT,
f1_steam_2019_12_57_3_4,6052_st_2019_plant_prime_mover_owned_7140,CO,GT,
f1_steam_2018_12_57_3_5,6052_gt_2018_plant_prime_mover_owned_7140,CO,GT,
f1_steam_2019_12_57_3_5,6052_gt_2019_plant_prime_mover_owned_7140,CO,GT,
f1_steam_2018_12_57_2_3,7348_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_2_3,7348_2019_plant_total_7140,CO,GT,
f1_steam_2018_12_2_3_1,7697_2018_plant_total_195,CO,GT,
f1_steam_2019_12_2_3_1,7697_2019_plant_total_195,CO,GT,
f1_steam_2018_12_99_0_3,2049_st_2018_plant_prime_mover_total_12686,CO,GT,
f1_steam_2019_12_99_1_3,2049_st_2019_plant_prime_mover_total_12686,CO,GT,
f1_steam_2018_12_99_0_4,2049_gt_2018_plant_prime_mover_total_12686,CO,GT,
f1_steam_2019_12_99_1_4,2049_gt_2019_plant_prime_mover_total_12686,CO,GT,
f1_hydro_2018_12_2_0_1,20_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_0_1,20_2019_plant_total_195,CO,GT,
f1_steam_2018_12_57_2_2,6258_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_2_2,6258_2019_plant_total_7140,CO,GT,
f1_hydro_2018_12_2_1_4,21_2018_plant_total_195,CO,GT,
f1_hydro_2019_12_2_1_4,21_2019_plant_total_195,CO,GT,
f1_steam_2018_12_57_2_1,728_2018_plant_total_7140,CO,GT,
f1_steam_2019_12_57_2_1,728_2019_plant_total_7140,CO,GT,
f1_hydro_2018_12_57_0_4,729_2018_plant_total_7140,CO,GT,
f1_hydro_2019_12_57_0_4,729_2019_plant_total_7140,CO,GT,
f1_steam_2020_12_2_0_2,7_2020_plant_total_195,AS,,
f1_steam_2020_12_2_0_3,3_st_2020_plant_prime_mover_total_195,AS,,
f1_steam_2020_12_2_0_5,26_4_2020_plant_unit_total_195,AS,,
f1_steam_2020_12_2_1_1,6001_2020_plant_total_195,AS,,
f1_steam_2020_12_2_2_1,6002_2020_plant_total_195,AS,,
f1_steam_2020_12_2_1_3,10_st_2020_plant_prime_mover_total_195,CO,GT,
f1_steam_2020_12_2_3_1,7697_2020_plant_total_195,AS,,
f1_steam_2020_12_2_3_3,7721_2020_plant_total_195,AS,,
f1_gnrt_plant_2020_12_2_0_3,60679_2020_plant_total_195,AS,,Cap good but net gen way off. Might be a units issue
f1_hydro_2020_12_2_0_1,20_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_0_2,11_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_0_3,14_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_0_4,15_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_0_5,17_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_1_1,13_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_1_2,4_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_1_3,16_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_1_4,21_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_1_5,19_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_2_1,18_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_2_2,2_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_2_3,12_2020_plant_total_195,AS,,
f1_hydro_2020_12_2_2_4,6188_2020_plant_total_195,AS,,
f1_steam_2020_12_57_0_1,703_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_1_2,710_gt_2020_plant_prime_mover_total_7140,AS,,
f1_steam_2020_12_57_2_4,715_gt_2020_plant_prime_mover_total_7140,AS,,
f1_steam_2020_12_57_2_1,728_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_3_5,6052_gt_2020_plant_prime_mover_owned_7140,AS,,
f1_steam_2020_12_57_2_5,6051_2020_plant_owned_7140,AS,,
f1_steam_2020_12_57_1_4,6124_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_1_1,710_natural_gas_fired_combined_cycle_2020_plant_technology_total_7140,AS,,
f1_steam_2020_12_57_3_1,59865_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_3_2,59864_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_3_3,59863_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_4_1,59862_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_0_2,6124_2020_plant_total_7140_retired,AS,,
f1_steam_2020_12_57_1_5,708_2020_plant_total_7140_retired,AS,,
f1_steam_2020_12_57_4_3,62377_2020_plant_total_7140,AS,,
f1_steam_2020_12_57_0_5,6257_2020_plant_owned_7140,AS,,Net gen a bit off
f1_gnrt_plant_2020_12_57_0_4,706_2020_plant_total_7140,AS,,
f1_gnrt_plant_2020_12_57_0_6,711_2020_plant_total_7140_retired,AS,,
f1_hydro_2020_12_57_0_1,724_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_0_2,723_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_0_3,725_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_0_4,729_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_0_5,702_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_1_1,707_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_1_2,720_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_1_3,719_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_1_4,722_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_1_5,712_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_2_1,717_2020_plant_total_7140,AS,,
f1_hydro_2020_12_57_2_2,6087_hy_2020_plant_prime_mover_total_7140,AS,,
f1_pumped_storage_2020_12_57_0_1,6087_ps_2020_plant_prime_mover_total_7140,AS,,EIA net get is negative
f1_steam_2020_12_99_1_2,2048_2020_plant_total_12686,AS,,
f1_steam_2020_12_99_1_3,2049_st_2020_plant_prime_mover_total_12686,AS,,
f1_steam_2020_12_99_1_4,2049_gt_2020_plant_prime_mover_total_12686,AS,,
f1_steam_2020_12_99_0_1,6073_st_2020_plant_prime_mover_owned_12686,AS,,
f1_steam_2020_12_99_0_4,10_2020_plant_owned_12686,AS,,
f1_steam_2020_12_99_1_5,2047_2020_plant_total_12686,AS,,
f1_steam_2020_12_99_0_2,6073_natural_gas_fired_combined_cycle_2020_plant_technology_total_12686,AS,,
f1_steam_2018_12_56_0_1,609_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_62_0_1,641_2018_plant_total_7801,EB,SW,
f1_steam_2018_12_62_0_4,6073_2018_plant_owned_7801,EB,SW,
f1_steam_2018_12_56_4_4,56929_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_2_1,612_petroleum_liquids_2018_plant_technology_total_6452,EB,SW,Best fit even though net gen not great
f1_steam_2018_12_56_4_2,612_natural_gas_fired_combustion_turbine_2018_plant_technology_total_6452,EB,SW,
f1_steam_2018_12_56_3_4,612_1_2018_plant_unit_total_6452,EB,SW,equal net gen and better capacity
f1_steam_2018_12_56_3_5,613_natural_gas_fired_combined_cycle_2018_plant_technology_total_6452,EB,SW,
f1_steam_2018_12_56_5_4,613_gt_2018_plant_prime_mover_total_6452,EB,SW,
f1_steam_2018_12_56_3_1,6042_3_2018_plant_unit_total_6452,EB,SW,
f1_steam_2018_12_56_1_1,6042_st_2018_plant_prime_mover_total_6452,EB,SW,
f1_steam_2018_12_56_3_3,6043_1994_2018_plant_operating_year_total_6452,SW,AS,
f1_steam_2018_12_56_1_2,6043_3_2018_plant_unit_total_6452,SW,AS,net gen and cap off but consistent with other years
f1_steam_2018_12_56_4_3,6043_st_2018_plant_prime_mover_total_6452,SW,AS,"net gen off, cap and year good"
f1_steam_2018_12_56_3_2,617_2018_plant_total_6452,EB,SW,Hard to tell if correct match
f1_steam_2018_12_56_2_3,617_gt_2018_plant_prime_mover_total_6452_retired,,SW,literally nothing to match
f1_steam_2018_12_56_0_4,619_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_0_5,620_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_62_0_5,6257_2018_plant_owned_7801,EB,SW,
f1_steam_2018_12_56_4_1,56930_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_2_4,6045_2018_plant_owned_6452,SW,,"capacity matches total, the generation is closer to owned"
f1_steam_2018_12_62_0_2,643_gt_2018_plant_prime_mover_total_7801,EB,SW,
f1_steam_2018_12_56_0_3,621_5_2018_plant_unit_total_6452,EB,SW,Steve changed from “621_2018_plant_total_6452”
f1_steam_2018_12_56_2_5,621_st_2018_plant_prime_mover_total_6452,EB,SW,
f1_steam_2018_12_56_0_2,56407_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_5_1,59993_pv_2018_plant_prime_mover_total_6452,EB,SW,"Steve changed from “59993_2018_plant_total_6452” to 59993_1_2018_plant_gen_total_6452. EB thinks this should be: “59993_pv_2018_plant_prime_mover_total_6452""
"
f1_steam_2018_12_56_5_2,60061_pv_2018_plant_prime_mover_total_6452,EB,SW,
f1_steam_2018_12_56_5_3,60014_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_6_1,61020_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_6_5,61021_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_5_5,61022_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_7_4,61024_2018_plant_total_6452,EB,SW,"generation is very off but matches the year following, inst year matches"
f1_steam_2018_12_56_6_4,61029_2018_plant_total_6452,EB,SW,"generation is off, inst year and capacity match"
f1_steam_2018_12_56_6_2,61050_2018_plant_total_6452,EB,SW,
f1_steam_2018_12_56_6_3,61051_2018_plant_total_6452,EB,SW,generation is off
f1_steam_2018_12_56_7_5,61052_2018_plant_total_6452,EB,SW,gen is off
f1_steam_2018_12_62_0_3,7715_2018_plant_total_7801,EB,SW,
f1_steam_2018_12_56_2_2,613_1970_2018_plant_operating_year_total_6452,,AS,net gen off but cap good and record consistent with other years
f1_steam_2018_12_62_1_1,643_3_2018_plant_unit_total_7801,EB,SW,
f1_steam_2018_12_56_1_3,6257_2018_plant_owned_6452,,SW,
f1_steam_2019_12_56_1_1,609_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_62_0_1,641_2019_plant_total_7801,EB,SW,
f1_steam_2019_12_62_1_1,6073_2019_plant_owned_7801,EB,SW,
f1_steam_2019_12_56_2_2,56929_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_2_5,612_petroleum_liquids_2019_plant_technology_total_6452,EB,SW,net gen a little off
f1_steam_2019_12_56_3_1,612_natural_gas_fired_combustion_turbine_2019_plant_technology_total_6452,EB,SW,
f1_steam_2019_12_56_7_5,613_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_0_4,6042_st_2019_plant_prime_mover_total_6452,EB,SW,
f1_steam_2019_12_62_0_5,7715_2019_plant_total_7801,EB,SW,
f1_steam_2019_12_56_6_2,617_2019_plant_total_6452,EB,SW,Hard to tell if correct match
f1_steam_2019_12_56_6_3,619_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_6_4,620_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_6_5,56930_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_62_0_2,643_gt_2019_plant_prime_mover_total_7801,EB,SW,looks like 2018
f1_steam_2019_12_56_0_2,621_st_2019_plant_prime_mover_total_6452,EB,SW,
f1_steam_2019_12_56_7_3,56407_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_1_2,59993_pv_2019_plant_prime_mover_total_6452,EB,SW,"Steve changed from “59993_2019_plant_total_6452” to 59993_1_2019_plant_gen_total_6452. EB thinks this should be: “59993_pv_2019_plant_prime_mover_total_6452""
"
f1_steam_2019_12_56_1_5,60061_pv_2019_plant_prime_mover_total_6452,EB,SW,
f1_steam_2019_12_56_3_5,61020_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_3_3,61021_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_2_1,61022_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_3_2,61024_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_1_4,61029_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_6_1,61050_2019_plant_total_6452,EB,SW,
